library,term,overlap,pval,zscore,combined_score,adj_pval,genes
GO_Biological_Process_2023,Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742),25,1.6634863465036668e-05,2.8380576137680764,31.230013954423935,0.00503129006801609,ITGB1;TENM1;TENM2;NLGN1;PTPRS;AMIGO2;CLDN2;FGFRL1;PTPRF;CDH2;SCARF2;CADM1;CADM2;PTPRD;CLDN11;CD6;CEACAM6;PALLD;CDH11;CLDN12;CDHR3;FAT2;PCDHB4;CDH15;ADGRL3
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Proliferation (GO:0050679),20,2.2049313010271628e-05,3.233544292883133,34.670802753882846,0.005823486895123332,PPP1R16B;STAT5A;YAP1;TCF7L2;PIK3CD;PRKCA;LAMC1;FGF2;TNF;PGF;RTN4;EGFR;BMP5;FGF7;SFRP1;NR4A3;MDK;CNTN1;ANG;NODAL
GO_Biological_Process_2023,Maintenance Of Blood-Brain Barrier (GO:0035633),9,2.2754833073821257e-05,7.454089709762533,79.68968278790682,0.005823486895123332,ITGB1;TJP1;GJA1;CLDN12;DMD;LAMC1;F11R;ACTG1;MFSD2A
GO_Biological_Process_2023,Regulation Of Cold-Induced Thermogenesis (GO:0120161),22,2.982546527152053e-05,2.9564630926414877,30.80678295244814,0.0070878087827392,ACHE;FOXC2;IL4R;ACSL1;LAMA4;DIO2;G0S2;ADRB1;LNPEP;ADIPOR2;HOXC10;CNKSR2;GJA1;FABP4;ACADL;SCD;MFAP2;LCN2;ALPL;CD36;PPARGC1A;LGR4
GO_Biological_Process_2023,Negative Regulation Of Lipid Catabolic Process (GO:0050995),7,3.6227178150281335e-05,10.527655838454784,107.65266023689848,0.0080351881137324,ALK;IL1B;PDE3B;SORL1;TNF;GPLD1;MFSD2A
GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),18,3.989389376584767e-05,3.326950354609929,33.69963592221473,0.00829543653493595,ACHE;IL4R;ACSL1;INSR;DIO2;G0S2;ADRB1;TNF;ADIPOR2;CNKSR2;GJA1;FABP4;SCD;MFAP2;LCN2;ALPL;CD36;PPARGC1A
GO_Biological_Process_2023,Positive Regulation Of Cell Motility (GO:2000147),28,6.870000413933226e-05,2.4215521795953174,23.212421165423606,0.013444994927738731,ITGB1;LRRC15;CSF1R;SEMA3C;SEMA3D;SEMA3B;PIK3CD;EGFR;PLAU;MDK;PDGFD;PDPN;CCL3;HAS2;PDGFRA;INSR;PRKCA;COL1A1;TJP1;FER;MYO1C;CEACAM6;IL1B;KIT;CNTN1;SNAI2;ROR2;FERMT2
GO_Biological_Process_2023,Positive Regulation Of Filopodium Assembly (GO:0051491),8,9.45594356539154e-05,6.968828045509204,64.5751256872146,0.01655785486424087,GPM6A;TENM1;DOCK11;NLGN1;TENM2;DPYSL3;FSCN1;RHOQ
GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),8,9.45594356539154e-05,6.968828045509204,64.5751256872146,0.01655785486424087,IL1A;PPP2R1B;EYA1;EYA2;UNC5B;IL1B;SNAI2;TNF
GO_Biological_Process_2023,Collagen Fibril Organization (GO:0030199),10,0.00010027585872179362,5.177706866197183,47.67417909252477,0.016680889098370368,COL1A1;COL3A1;COL1A2;COL5A1;LUM;COL11A1;COL5A3;COL5A2;PXDN;CYP1B1
GO_Biological_Process_2023,Protein Localization To Membrane (GO:0072657),25,0.00010619004848492408,2.495499634094879,22.834520788555526,0.016823537681397258,HYCC2;RAB3C;NLGN1;PLEKHF1;CD81;STXBP1;NRXN2;CYP46A1;F11R;TNF;SYNE3;LRP6;NKD2;BSG;SPTBN1;SH3GLB1;PTCH1;ANK2;WDR72;EHD1;RAB34;CPE;TNIK;GAS6;FERMT2
GO_Biological_Process_2023,Regulation Of Angiogenesis (GO:0045765),26,0.00012087309030935264,2.421937350359138,21.847738346596966,0.018119883821094456,ITGB1;FOXC1;SPARC;NPR1;SERPINE1;PDE3B;ECSCR;PIK3CD;FGF2;CYP1B1;EMILIN1;PPP1R16B;NIBAN2;ATP2B4;PRKCA;HSPG2;PGF;IL1A;SMOC2;SFRP1;COL4A2;IL1B;AGO2;RHOJ;CNTN1;NODAL
GO_Biological_Process_2023,Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),16,0.00013533524135157365,3.241441830347507,28.873971578988446,0.018119883821094456,ACHE;IL4R;ACSL1;DIO2;G0S2;ADRB1;ADIPOR2;CNKSR2;GJA1;FABP4;SCD;MFAP2;LCN2;ALPL;CD36;PPARGC1A
GO_Biological_Process_2023,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),20,0.0001435559453126125,2.7729425695677916,24.537174656160346,0.018119883821094456,WWTR1;TCF7L2;IGFBP4;IGFBP2;NOG;CBY1;LRP4;TMEM131L;APCDD1;DKK2;BICC1;SHISA6;NKD2;SFRP4;SFRP1;MDK;WIF1;SNAI2;APOE;TRABD2B
GO_Biological_Process_2023,Positive Regulation Of Angiogenesis (GO:0045766),18,0.00014592993064817015,2.962871287128713,26.169216886867748,0.018119883821094456,ITGB1;FOXC2;SERPINE1;PIK3CD;PRKCA;FGF2;FUT1;PGF;TJP1;IL1A;SMOC2;MDK;IL1B;AGO2;CNTN1;CYP1B1;EMILIN1;NODAL
GO_Biological_Process_2023,Elastic Fiber Assembly (GO:0048251),4,0.00014654386999536555,33.01576182136603,291.4692770608726,0.018119883821094456,MFAP4;TNXB;EMILIN1;FBLN5
GO_Biological_Process_2023,Positive Regulation Of Osteoblast Differentiation (GO:0045669),10,0.0001523258613646365,4.872618061309031,42.82782044918776,0.018119883821094456,FBN2;YAP1;SCUBE3;WWTR1;LRP5;TMEM119;NPNT;TP63;RUNX2;FERMT2
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),7,0.00015857808725383725,7.718642083699152,67.53243284967762,0.018119883821094456,IL1A;EYA1;EYA2;UNC5B;IL1B;SNAI2;TNF
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),7,0.00015857808725383725,7.718642083699152,67.53243284967762,0.018119883821094456,IL1A;EYA1;EYA2;UNC5B;IL1B;SNAI2;TNF
GO_Biological_Process_2023,acetyl-CoA Metabolic Process (GO:0006084),6,0.0001700266266347921,9.917894736842106,86.08291787024625,0.018119883821094456,NUDT7;ACSS2;NUDT8;MLYCD;ACACB;ACAT1
GO_Biological_Process_2023,Negative Regulation Of Amyloid-Beta Formation (GO:1902430),6,0.0001700266266347921,9.917894736842106,86.08291787024625,0.018119883821094456,NTRK2;RTN3;APOE;CLU;SORL1;RTN4
GO_Biological_Process_2023,Cell-Cell Junction Assembly (GO:0007043),13,0.0001742820205214976,3.7183552971969442,32.18175440663528,0.018119883821094456,PRKCA;ACTG1;CLDN11;TJP1;GJA1;GJD3;CDH2;CDH11;CLDN12;CDHR3;FSCN1;CDH15;TLN2
GO_Biological_Process_2023,Central Nervous System Development (GO:0007417),32,0.00019249955192086866,2.1289921105524043,18.21441472475198,0.019407454825476667,NCKAP1;C1QA;RTN3;CNTNAP2;DLX2;AMIGO2;ATN1;GRIK1;RTN4;SNTG2;UGP2;CDH2;PTPRZ1;NNAT;PHGDH;TPPP;SPTBN1;MFSD2A;EPHA7;EMX2;CADM2;PTCH1;SHROOM2;EML1;HSPG2;SLC8A3;ALDH3A2;MARCKS;COL4A1;DDIT4;CNTN1;ADGRL3
GO_Biological_Process_2023,Positive Regulation Of Cell Migration (GO:0030335),31,0.0002090278333644634,2.147267551122937,18.193890595662836,0.020453988282457935,ITGB1;LRRC15;CSF1R;SEMA3C;SEMA3D;SEMA3A;SEMA3B;PIK3CD;EGFR;RTN4;PLAU;MDK;PDGFD;PDPN;CCL3;HAS2;PDGFRA;INSR;PRKCA;COL1A1;TJP1;FER;MYO1C;CEACAM6;IL1B;AGO2;KIT;CNTN1;SNAI2;ROR2;FERMT2
GO_Biological_Process_2023,Regulation Of Epithelial To Mesenchymal Transition (GO:0010717),14,0.00024556082272352264,3.3670046602140626,27.986427890582608,0.02311019443145432,WWTR1;PHLDB1;FOXC1;TNXB;BMP5;COL1A1;SFRP1;MDK;BAMBI;IL1B;PDPN;PHLDB2;EPHA3;FERMT2
GO_Biological_Process_2023,Branched-Chain Amino Acid Catabolic Process (GO:0009083),6,0.00025006522378489795,9.01578947368421,74.77505357057514,0.02311019443145432,ALDH6A1;ECHS1;MCCC1;DBT;HIBCH;ACAT1
GO_Biological_Process_2023,Insulin Receptor Signaling Pathway (GO:0008286),10,0.0002718562218115261,4.476827179291968,36.755813169427604,0.02380172763070914,FOXC2;FER;GRB14;INSR;RARRES2;PDK4;IGF2;SORBS1;GPLD1;RHOQ
GO_Biological_Process_2023,Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),10,0.0002718562218115261,4.476827179291968,36.755813169427604,0.02380172763070914,COL1A1;TCF7L2;WWTR1;FOXC1;TNXB;MDK;BAMBI;IL1B;PDPN;FERMT2
GO_Biological_Process_2023,Supramolecular Fiber Organization (GO:0097435),34,0.0003162631387125783,2.0136486555436504,16.227865588048566,0.02573339829457589,TNXB;COL11A1;STMN2;LTBP2;FBLN5;CNN3;ADAMTS14;CYP1B1;EMILIN1;MAP4;CD36;TPPP;TPM4;LUM;TPM2;TPM1;SHROOM2;COL1A1;MYO1D;MFAP4;MYO1E;COL3A1;MARCKS;COL1A2;MYO1C;COL5A1;HOOK2;COL5A3;PXDN;COL5A2;FAT1;VIM;MYO1H;HDGFL3
GO_Biological_Process_2023,Regulation Of Osteoblast Differentiation (GO:0045667),14,0.0003171233333566611,3.2718110784850447,26.35842917774604,0.02573339829457589,FBN2;YAP1;WWTR1;PTCH1;NOG;LRP5;NPNT;RUNX2;SCUBE3;BAMBI;TMEM119;SNAI2;TP63;FERMT2
GO_Biological_Process_2023,Transport Across Blood-Brain Barrier (GO:0150104),14,0.0003171233333566611,3.2718110784850447,26.35842917774604,0.02573339829457589,KCNJ8;INSR;ATP1A4;ATP2B4;ABCC9;SLC2A4;SLC4A4;SLC7A2;SLCO2B1;SLC16A7;CD36;SLC16A2;SLC29A1;MFSD2A
GO_Biological_Process_2023,Regulation Of Vascular Wound Healing (GO:0061043),4,0.00032637632053829715,22.009340338587275,176.6790878568657,0.025853667105497965,FOXC2;SMOC2;SERPINE1;TNF
GO_Biological_Process_2023,Negative Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902992),6,0.00035698488848865675,8.264035087719298,65.59839908589859,0.027620668000040954,NTRK2;RTN3;APOE;CLU;SORL1;RTN4
GO_Biological_Process_2023,Regulation Of ERK1 And ERK2 Cascade (GO:0070372),28,0.00037053962356361646,2.1610349168488705,17.073364785641814,0.028017848354458,CSF1R;CXCL17;APIP;FGF2;TNF;EGFR;PDGFD;CCL4;CCL3;EMILIN1;APOE;CD36;EPHB1;PDGFRA;NTRK2;EPHA7;CCL22;CCL20;LMO3;PRKCA;NPNT;MTURN;TGFBR3;IL1B;ROR2;GAS6;FERMT2;NODAL
GO_Biological_Process_2023,Regulation Of Amyloid-Beta Formation (GO:1902003),8,0.0004351176192396176,5.294622144112478,40.97981508869349,0.032169695982449065,RTN3;NTRK2;APOE;CLU;TNF;SORL1;RTN4;ABCG1
GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion (GO:0045785),14,0.00045761057498312194,3.1386687040397288,24.13476791704191,0.033097182238453184,FOXC2;ECM2;MEGF10;LAMB2;TPM1;PRKCA;LAMC1;NPNT;TNF;EPB41L4B;CCDC80;IBSP;MDK;NODAL
GO_Biological_Process_2023,Cell-Matrix Adhesion (GO:0007160),16,0.0004720362025279821,2.856370729850604,21.875386340971303,0.033414137144906306,ITGB1;ECM2;COL13A1;ITGA2;FGL1;SORBS1;NPNT;FBLN5;COL3A1;ITGA10;CDH11;ITGA8;ITGBL1;EMILIN1;FERMT2;PPFIA2
GO_Biological_Process_2023,Eye Morphogenesis (GO:0048592),6,0.0004965817783745287,7.627935222672065,58.031518611345625,0.03441932451358452,FBN2;ALDH1A3;COL5A1;COL5A2;MFAP2;SHROOM2
GO_Biological_Process_2023,Positive Regulation Of Cell Population Proliferation (GO:0008284),46,0.000516792724645008,1.7623923444976077,13.337553831600998,0.035089171324366154,YAP1;CSF1R;TNXB;MEGF10;CD81;HILPDA;LRP5;TNFRSF11A;LAMC1;FGF2;TNF;HOXC10;EGFR;GJA1;FGF7;MDK;PDGFD;S100A13;HAS2;S1PR3;NTRK2;WWTR1;PDGFRA;TCF7L2;INSR;CLEC11A;IGF2;LIFR;PGF;BMP5;BTC;TJP1;TGFBR3;SFRP1;KITLG;FER;NR4A3;CEACAM6;BAMBI;IL1B;S100A6;TMEM119;PRTN3;GAS6;ZFPM2;NODAL
GO_Biological_Process_2023,Cholesterol Transport (GO:0030301),10,0.0005447979404877163,4.039204740638955,30.35500970700595,0.03625085496005265,GUCY2C;STARD4;ABCA5;AKR1C1;CD36;APOE;ABCA8;APOB;CLU;ABCG1
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237),12,0.0005744591706448191,3.429301222404671,25.589725321341717,0.03747501295559437,IL1A;TCF7L2;EYA1;UNC5B;EYA2;IL1B;SERPINE1;PEA15;TMBIM1;SNAI2;TNF;BMP5
GO_Biological_Process_2023,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),22,0.0006029341213052066,2.3309268535938528,17.280798518655416,0.038390400730281424,PDGFRA;CSF1R;NTRK2;CCL22;CCL20;CXCL17;PRKCA;TNFRSF11A;NPNT;FGF2;TNF;MTURN;EGFR;PDGFD;CCL4;CCL3;ROR2;APOE;CD36;GAS6;FERMT2;NODAL
GO_Biological_Process_2023,Skeletal System Morphogenesis (GO:0048705),9,0.0006209644471040225,4.381499301567593,32.35402806945228,0.038390400730281424,FBN2;PDGFRA;SFRP4;MMP13;LRP5;RFLNB;HOXC9;IFITM5;RFLNA
GO_Biological_Process_2023,Endochondral Ossification (GO:0001958),4,0.0006231083977863532,16.506129597197898,121.82827727782018,0.038390400730281424,FOXC1;COL13A1;DLX5;TMEM119
GO_Biological_Process_2023,Brain Development (GO:0007420),21,0.0006872670152200633,2.3593153153153152,17.182392494653385,0.04157340653885728,RTN3;CNTNAP2;EPHA7;DLX2;EMX2;CADM2;PTCH1;AMIGO2;SHROOM2;EML1;HSPG2;RTN4;UGP2;CDH2;COL4A1;DDIT4;NNAT;CNTN1;PHGDH;MFSD2A;ADGRL3
GO_Biological_Process_2023,Regulation Of Insulin Receptor Signaling Pathway (GO:0046626),9,0.0007414719847251462,4.256087448171881,30.673082477685718,0.044051380235367164,KANK1;GRB14;IL1B;PRKCD;IGF2;SORBS1;SIK2;SORL1;TNS2
GO_Biological_Process_2023,Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),16,0.0007807737134892911,2.7099151164890736,19.390052903065275,0.04549300543025624,WWTR1;TCF7L2;IGFBP4;IGFBP2;NOG;LRP4;TMEM131L;DKK2;BICC1;SHISA6;NKD2;SFRP4;SFRP1;MDK;SNAI2;APOE
GO_Biological_Process_2023,Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044),5,0.0007930851562833972,9.17567435972344,65.51046075175991,0.04549300543025624,IL1B;APOE;TNF;GPLD1;SH3D19
GO_Biological_Process_2023,Vascular Transport (GO:0010232),13,0.0008401213659844311,3.07895599546085,21.805056112442532,0.046618387431318076,KCNJ8;INSR;ATP1A4;ATP2B4;ABCC9;SLC2A4;SLC4A4;SLC7A2;SLCO2B1;SLC16A7;SLC16A2;SLC29A1;MFSD2A
GO_Biological_Process_2023,Protein Localization To Plasma Membrane (GO:0072659),18,0.0008407283576432475,2.5122921509029146,17.790148568126984,0.046618387431318076,HYCC2;RAB3C;PLEKHF1;CD81;STXBP1;PTCH1;ANK2;WDR72;F11R;TNF;LRP6;NKD2;EHD1;RAB34;BSG;TNIK;GAS6;SPTBN1
GO_Biological_Process_2023,Negative Regulation Of Cell Migration (GO:0030336),20,0.0010678598753660327,2.3240879901625906,15.901639532132268,0.0574584139909264,KANK1;IGFBP5;LIMCH1;SERPINE1;TPM1;NOG;TACSTD2;TET1;FGF2;PTPRG;GJA1;SFRP1;COL3A1;DLG5;DPYSL3;CDH11;CYP1B1;EMILIN1;PHLDB2;NODAL
GO_Biological_Process_2023,Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629),4,0.0010707609460286855,13.204203152364274,90.30863846779603,0.0574584139909264,PDE3B;SERPINE1;CYP1B1;SNAI2
GO_Biological_Process_2023,Branched-Chain Amino Acid Metabolic Process (GO:0009081),5,0.0011337938003232056,8.257668711656441,56.005044502411934,0.05772420730723131,ECHS1;MCCC1;DBT;BCAT1;HIBCH
GO_Biological_Process_2023,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),5,0.0011337938003232056,8.257668711656441,56.005044502411934,0.05772420730723131,PDGFRA;FER;NR4A3;PDGFD;PLAT
GO_Biological_Process_2023,Regulation Of Bicellular Tight Junction Assembly (GO:2000810),5,0.0011337938003232056,8.257668711656441,56.005044502411934,0.05772420730723131,TJP1;MYO1C;SNAI2;F11R;TNF
GO_Biological_Process_2023,Cytoskeleton-Dependent Intracellular Transport (GO:0030705),6,0.001177798025447905,6.19671052631579,41.791289148393,0.05772420730723131,KIF28P;MYO10;HOOK2;KIF1C;MAP6;DYNC1I1
GO_Biological_Process_2023,Regulation Of Mononuclear Cell Migration (GO:0071675),6,0.001177798025447905,6.19671052631579,41.791289148393,0.05772420730723131,CSF1R;MDK;RARRES2;CXCL17;TNF;BMP5
GO_Biological_Process_2023,Negative Regulation Of Angiogenesis (GO:0016525),13,0.0011798154784766243,2.951952024568064,19.903233144403227,0.05772420730723131,FOXC1;SPARC;NIBAN2;NPR1;PDE3B;SERPINE1;ECSCR;ATP2B4;TNF;HSPG2;COL4A2;CREB3L1;EMILIN1
GO_Biological_Process_2023,Protein Localization To Cell Periphery (GO:1990778),18,0.0012788361169961205,2.4103466026080986,16.057258803846935,0.06166214146733468,HYCC2;RAB3C;PLEKHF1;CD81;STXBP1;PTCH1;ANK2;WDR72;F11R;TNF;LRP6;NKD2;EHD1;RAB34;BSG;TNIK;GAS6;SPTBN1
GO_Biological_Process_2023,Response To Organic Cyclic Compound (GO:0014070),10,0.0015474957341820366,3.448870305164319,22.318044331680188,0.07355026153748052,SFRP1;IGFBP5;IL1B;ADORA1;CCL3;SPP1;CYP1B1;ALPL;CLU;TNF
GO_Biological_Process_2023,Regulation Of Fatty Acid Oxidation (GO:0046320),5,0.00157187181467268,7.506573181419808,48.45859407810685,0.07365658489318319,NR4A3;ACADL;PDK4;MLYCD;PPARGC1A
GO_Biological_Process_2023,Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157),9,0.001662052641587074,3.7230870712401054,23.82664743872261,0.07526998089961968,PTPRD;TENM1;TENM2;NLGN1;CADM1;CD6;CEACAM6;AMIGO2;SCARF2
GO_Biological_Process_2023,Mast Cell Activation Involved In Immune Response (GO:0002279),4,0.0017038827347098454,11.002918855808524,70.14190963193165,0.07526998089961968,NR4A3;KIT;S100A13;PIK3CD
GO_Biological_Process_2023,Mast Cell Degranulation (GO:0043303),4,0.0017038827347098454,11.002918855808524,70.14190963193165,0.07526998089961968,NR4A3;KIT;S100A13;PIK3CD
GO_Biological_Process_2023,Regulation Of Immature T Cell Proliferation In Thymus (GO:0033084),3,0.0017194224671990069,24.74015748031496,157.49007359556495,0.07526998089961968,IL1A;IL1B;TMEM131L
GO_Biological_Process_2023,Regulation Of Neutrophil Extravasation (GO:2000389),3,0.0017194224671990069,24.74015748031496,157.49007359556495,0.07526998089961968,MDK;OLFM4;XG
GO_Biological_Process_2023,Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),16,0.0019288474072436702,2.4576860045886595,15.362583927759841,0.08334123797272326,ALK;GUCY2C;PDGFRA;CSF1R;NTRK2;NPR1;INSR;GUCA1B;LIFR;CD3E;PTPRF;EGFR;PTPRG;PTPRD;DOK6;ROR2
GO_Biological_Process_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),13,0.0019967251623068233,2.7619888202412475,17.169204329257976,0.08516800788454873,YAP1;TCF7L2;LAMC1;FUT1;GDF5;EGFR;BMP5;TGFBR3;EPB41L4B;FGF7;SFRP1;NR4A3;NODAL
GO_Biological_Process_2023,Generation Of Neurons (GO:0048699),20,0.002057054162931806,2.1854258203234553,13.52009386677225,0.08663062278574833,BRSK1;GPM6A;RTN3;NTRK2;FZD3;EMX2;IRX6;SEMA3A;IRX3;EN1;LRP4;ACSL4;SEPTIN4;EML1;RUNX2;RTN4;PTPRD;MAP1B;DDIT4;ADGRL3
GO_Biological_Process_2023,Axon Guidance (GO:0007411),18,0.002206887682757592,2.280696767906448,13.949133813548686,0.09124668461386008,EPHA7;NIBAN2;SEMA3C;UNC5B;SEMA3D;SEMA3A;SEMA3B;UNC5C;EFNA5;ENAH;PALLD;CHN1;CNTN1;NCAM1;ARHGEF40;SOS1;EPHB1;EPHA3
GO_Biological_Process_2023,Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),9,0.0022215153152157097,3.5454202789295137,21.660978275453736,0.09124668461386008,ITGB1;EPB41L2;ATP2B4;SORBS1;TNF;EPHA3;EGFR;SPTBN1;NKD2
GO_Biological_Process_2023,Actin Filament Bundle Organization (GO:0061572),7,0.0022862183992470846,4.450462619031539,27.062623122775474,0.09275912944262256,CALD1;DPYSL3;RFLNB;SHROOM2;FSCN1;AIF1L;RFLNA
GO_Biological_Process_2023,Positive Regulation Of Cellular Biosynthetic Process (GO:0031328),20,0.002359629317490234,2.1568129916264906,13.04710258809972,0.09458417758180734,GUCY2C;TCF7L2;STARD4;INSR;IGF2;SAMD4A;PTH1R;SORBS1;CLU;FGF2;TNF;ASS1;SMOC2;IL1B;AGO2;CD36;VIM;PPARGC1A;GPLD1;MFSD2A
GO_Biological_Process_2023,Positive Regulation Of Vasculature Development (GO:1904018),14,0.0024217213640726986,2.5784844915586964,15.530925518589015,0.09523305357848941,ITGB1;SERPINE1;PIK3CD;PRKCA;FGF2;PGF;IL1A;SMOC2;IL1B;AGO2;CNTN1;CYP1B1;EMILIN1;NODAL
