ensg,immune,erythroid,skeletal,vasculature
RAB43,0.0336767114412595,-0.5573650013349093,-0.2124615130357198,0.7361498029293695
AC108673.2,-0.11395136609744161,-0.8601738544376899,-0.30025278799184785,1.2743780085269794
ISY1,-0.2553267227345577,-0.013261424473958172,-0.21533001115415562,0.4839181583626715
AC108673.3,-0.07517558212938136,-1.4335783359065437,0.7281612179384782,0.7805927000974473
CNBP,-0.14780077496431065,-1.2180417782753947,0.618825681035422,0.7470168722042825
COPG1,0.10263693808497543,-1.267298213431403,1.0557541962908692,0.10890707905555974
HMCES,0.4612012837965098,-0.7383827025913097,-0.3526538914464705,0.6298353102412699
H1FX,0.3158729820651338,0.3061930824268009,-0.38199698466266074,-0.24006907982927483
H1FX-AS1,-0.4058320135273359,-1.2359368709448086,0.9615819014482592,0.6801869830238856
EFCAB12,-0.31363991833723504,-0.001953806530013702,0.5086587424687071,-0.1930650176014585
MBD4,0.3187151171484306,-0.09907298693864952,0.22383498653711964,-0.4434771167469007
IFT122,-1.2461088136079055,0.1322768099151439,1.2387906567752842,-0.12495865308252263
PLXND1,-0.8809796374648995,-3.179447272783802,0.9297789040236912,3.1306480062250097
TMCC1,0.17242814283616825,-2.196686357226665,0.8742165024815796,1.1500417119089184
TMCC1-AS1,0.034538841153515465,-0.16943570500700544,0.08241565864471223,0.05248120520877775
TRH,2.2438297359410027,-0.7846121961209377,-0.936313179793388,-0.522904360026677
ALG1L2,0.009018375800963763,-0.7221815768475484,0.3929510029893283,0.32021219805725637
LINC02014,-0.013653986247472882,-0.03211762205811254,-0.18381860573056286,0.22959021403614832
LINC02021,0.5285022050114652,-0.44116661112592065,-0.24796410649918155,0.16062851261363703
COL6A5,0.07715340825198133,0.487682095581953,-0.28241775191696716,-0.28241775191696716
COL6A6,0.09869160716793646,0.1159620544929518,-0.10732683083044414,-0.10732683083044414
PIK3R4,-0.6929016854818566,-0.25740003912432297,0.37495386542729214,0.5753478591788874
ATP2C1,-0.4369304975810664,-0.528704290499161,0.2634679646336844,0.702166823446543
ASTE1,0.7590073913530215,-0.6631438387423638,-0.24277068969644588,0.14690713708578906
NEK11,-1.14979829130787,-1.4607593699215138,1.7986459030820605,0.8119117581473227
NUDT16,-0.5429147317006286,-1.534716509999372,0.5189056897220263,1.5587255519779735
MRPL3,-0.2721681332492798,-0.10049137267832098,0.2207077786713425,0.15195172725625916
AC107027.1,-0.023928761029199275,-0.0058575866416964995,0.18734491798504266,-0.15755857031414686
ACPP,2.247754179502701,-0.9506172850519518,-0.5366395438421131,-0.7604973506086363
DNAJC13,0.3769039102388043,-1.2458172433010861,0.12858126157133798,0.7403320714909429
ACAD11,-0.07842853144614281,-1.2439552528159732,1.0749392378579405,0.24744454640417546
ACKR4,-0.1921230628508519,-0.5887364401375418,-0.46712183716174827,1.2479813401501418
UBA5,0.1883701261048003,-1.1516947172794336,0.7120728703742003,0.2512517208004317
NPHP3,-0.5904691490384923,-2.17138687177456,1.687785607436084,1.0740704133769694
TMEM108,-2.0461011560721487,-2.344655460745406,5.519242833386073,-1.1284862165685192
TMEM108-AS1,-0.22275018698196594,-0.22275018698196594,0.6682505609458979,-0.22275018698196594
BFSP2,0.8430892759891405,-0.39599758809610996,-0.051094099796920533,-0.39599758809610996
BFSP2-AS1,-0.20662521478035747,-0.430323032197651,1.0672712791756596,-0.430323032197651
CDV3,0.7444785142252739,-0.8542075736964598,-0.4517468907233608,0.5614759501945459
TOPBP1,0.48245547913118436,0.776611833531847,-0.9312464802181291,-0.32782083244490323
TF,-2.3962619361774693,-2.821849424792241,6.338890170228556,-1.1207788092588464
SRPRB,0.5111157041125356,-1.4810815478261414,1.2006278357643243,-0.23066199205071936
RAB6B,-2.9251073905677645,2.3895869022151035,-0.6050782150633212,1.1405987034159817
SLCO2A1,-2.2682981149026133,-2.5340552142621533,-1.113806462976235,5.916159792141002
RYK,-0.8755559697657098,-1.916439452614768,1.6948392777676968,1.0971561446127813
AMOTL2,-3.6251833292362123,-3.2632307220016386,4.093412060862539,2.7950019903753125
ANAPC13,-0.3272810553363481,-1.0471351826990412,0.4835852541386956,0.8908309838966932
CEP63,-0.2777458140821425,-0.48640190746246414,0.9118640474270467,-0.14771632588244188
EPHB1,0.580900676235141,-1.5849119482289495,-0.164663196943031,1.1686744689368398
PPP2R3A,-1.8229927660177196,-2.5874050886258604,2.5765013035571807,1.833896551086399
MSL2,0.8934689409972107,-1.1175204493923956,-0.11532496323425345,0.3393764716294374
PCCB,-0.4931534617026969,1.8850105884457773,-0.8895104789717139,-0.5023466477713661
STAG1,-0.5284270382573526,-0.4233823459477577,0.3886298994068582,0.5631794847982521
AC117382.2,0.029482415297601205,0.04296073335958844,0.07570732905466676,-0.1481504777118564
SLC35G2,-1.2603038169282,-2.4578190155925745,1.0006077636055277,2.7175150689152465
AC096992.2,0.2526226858702929,-0.9846958840873095,0.48772497381649893,0.24434822440051773
NCK1-DT,-0.013267312892755179,-0.9616479061121816,0.620772663641199,0.35414255536373807
NCK1,0.16624765292564536,-1.8939443586634734,0.5744159243529996,1.1532807813848285
IL20RB,0.055290884145301256,-0.2712010640704006,0.07370242422878884,0.14220775569631056
DZIP1L,-1.3288523194548971,-2.000719384210088,2.3571231444072422,0.9724485592577425
DBR1,-0.15604410415180414,-0.22900312572856363,0.19954321853451207,0.1855040113458566
ARMC8,-0.23112696072526528,0.6997625399801572,-0.4589159544624062,-0.00971962479248667
NME9,-0.054400638539537804,-0.18307351645052614,0.08448441176127111,0.1529897432287928
MRAS,-2.3504490345726716,-3.420155504920989,3.037035640347157,2.7335688991465044
CEP70,-0.39127262186893086,-1.032215027183645,1.0586153987233335,0.3648722503292423
FAIM,-0.3869835099899017,-2.1293131417630304,1.6820720252278005,0.8342246265251325
PIK3CB,1.0276513594029875,-0.9418072560874933,0.018400441946466284,-0.10424454526195959
MRPS22,-0.771540550846618,0.10601606121989704,0.06637824281283233,0.5991462468138877
AC024933.1,-0.13697674260471737,0.03378424511602643,-0.3251518049616586,0.4283443024503495
COPB2,-0.5749828297888557,-0.0071196666906168105,0.5236231662372877,0.05847933024218399
AC097103.2,0.022546776474716146,-0.32821738239864995,0.0771387894734965,0.2285318164504374
RBP1,-2.564993199570541,-3.0038852433309886,4.0425480458559235,1.5263303970456064
NMNAT3,-1.6293430032582301,2.432107503877456,-0.4511547037270969,-0.35160979689212857
CLSTN2,-1.785428120242407,-1.9317803775723084,0.9805026794607885,2.7367058183539266
SLC25A36,-0.012030829884474237,-1.846859377866278,1.4650038695067522,0.393886338244001
SPSB4,-0.5095306138276707,-0.5679407832452688,1.6454121803182085,-0.5679407832452688
PXYLP1,-0.35540391586767583,-2.1835072907892816,3.056521524427743,-0.5176103177707849
ZBTB38,-0.0957984672486738,-3.2948347426330273,1.2832258521455655,2.107407357736135
RASA2,1.1506914559736874,-1.9226664337517616,0.36475364637280183,0.40722133140527284
RNF7,0.32032527584322246,-2.0568740855514287,1.1284087166996795,0.6081400930085268
ATP1B3,0.361544402513692,-0.8603004212364507,-0.442126518343704,0.9408825370664635
ATP1B3-AS1,0.17156593806171033,-0.46125661695829606,-0.6129576006307466,0.9026482795273323
TFDP2,-0.6149480448696298,1.6611095123032005,-0.2845356257585072,-0.7616258416750634
GK5,1.1651985748664684,-1.0462115403717975,-0.34790628051025774,0.22891924601558733
