gene_set,term,p,adj,combined,n_genes,genes
GTEx_Tissue_Expression_Up,GTEX-WFG7-1526-SM-4LVMG colon male 20-29 years,0.002229533022432158,0.03706120892717227,11.17383056724423,32,ACSS2;IGHV4-34;IGLV3-1;GBA2;ABO;CLYBL;IGLV2-8;HOXA-AS3;IGLV3-25;IGHG4
GTEx_Tissue_Expression_Up,GTEX-UJHI-1926-SM-3DB8Z blood vessel female 50-59 years,0.0022834575066990326,0.037741919812428894,14.437783953251998,16,TCF7L2;CAB39L;ADHFE1;SDC2;CCDC107;TBX18;PARD3B;DIAPH2;SGCD;MMP16
GTEx_Tissue_Expression_Up,GTEX-XYKS-1326-SM-4BRUN breast female 60-69 years,0.00244169876921988,0.039913854505959113,12.38183802144081,22,RAMP2;LAMA2;ANXA5;IGKV1-5;DPT;FBLN2;SCAMP3;SCUBE2;MFAP5;IGLV6-57
GTEx_Tissue_Expression_Up,GTEX-S4UY-1626-SM-4AD55 stomach female 40-49 years,0.0024423052946238306,0.039913854505959113,12.604647831218497,21,IGHV5-51;GSTM2;ADHFE1;IGKV1-5;IGHV4-34;IGLV3-1;BARX1;IGLV2-8;SCUBE2;IGLV3-25
GTEx_Tissue_Expression_Up,GTEX-SNOS-1426-SM-32PLY adipose tissue male 40-49 years,0.0024605934069890467,0.03998807944654267,14.147038430313879,16,GSN;ACSS2;DPT;FBLN2;GNAI1;PARD3B;MFAP5;CYP26B1;CILP;TAF8
GTEx_Tissue_Expression_Up,GTEX-POMQ-0826-SM-3P61H stomach female 20-29 years,0.0025887200407255736,0.04183659221372608,11.225625362636578,28,IGHM;ACSS2;IGHV4-34;IGLV3-1;BARX1;OASL;IGLV2-8;IGLV3-25;IGHG4;IGLV1-40
GTEx_Tissue_Expression_Up,GTEX-SNOS-0626-SM-4DM5F esophagus male 40-49 years,0.0026211580397700685,0.04212678860602834,13.183377618782382,18,IGHM;IGHV5-51;SERPINB2;IGKV1-5;IGLV2-8;IGLV3-25;IGHG4;IGLV1-40;IGHG2;IGLV6-57
GTEx_Tissue_Expression_Up,GTEX-U4B1-1126-SM-4DXV3 colon male 40-49 years,0.0026491448635143273,0.04234265059320427,10.463620619852696,35,METTL2B;ACSS2;IGHV4-34;IGLV3-1;GBA2;ABO;CLYBL;OASL;IGLV2-8;HOXA-AS3
GTEx_Tissue_Expression_Up,GTEX-PSDG-1626-SM-48TCQ breast male 50-59 years,0.002717744422988679,0.04320174058182551,12.260678752048662,21,TCF7L2;GSDMB;RAMP2;GSN;ACSS2;ANXA5;DPT;CCDC107;SLC35G2;F11R
GTEx_Tissue_Expression_Up,GTEX-S4UY-1226-SM-4AD51 uterus female 40-49 years,0.0028759600877922564,0.045468303779280836,12.857310072132739,18,TCF7L2;PLEKHH2;OGG1;ATP2B4;SNX21;LRP6;ZNF16;MFAP5;TMEM43;RRAS
GTEx_Tissue_Expression_Up,GTEX-NFK9-1026-SM-2HMK1 lung male 40-49 years,0.002930130773916909,0.04607432660175291,11.813250463248663,22,IGHV5-51;PLEKHH2;LAMA2;IGKV1-5;IGHV4-34;IGLV3-1;ADAMTS12;TBX5;LRP6;IGLV2-8
GTEx_Tissue_Expression_Up,GTEX-QDT8-0626-SM-48TYW breast female 30-39 years,0.0029543025485116304,0.046096291315164975,10.640483612992908,30,PLEKHH2;SEMA3C;OGG1;MCM9;TSHZ2;IGHV4-34;WDR20;IGLV3-1;LRP6;IGLV2-8
GTEx_Tissue_Expression_Up,GTEX-QESD-1526-SM-2S1QT adipose tissue male 20-29 years,0.0029632198267225333,0.046096291315164975,11.778649257520083,22,METTL2B;COL15A1;GSN;ACSS2;SEMA3C;CAV1;TSHZ2;COPZ2;ANXA11;NR3C1
GTEx_Tissue_Expression_Up,GTEX-SIU8-0426-SM-4BRUE blood vessel male 50-59 years,0.003087182515879772,0.04737483262656519,12.925916487621,17,GSTM2;COL15A1;PLEKHH2;SDC2;OGG1;SHOX2;COPZ2;MEOX2;TBX18;CXCL10
GTEx_Tissue_Expression_Up,GTEX-S4Z8-1226-SM-4AD6W stomach male 60-69 years,0.0030989284237087486,0.04737483262656519,16.175059911860338,11,GSTM2;PDE1B;CILP;CAB39L;ADHFE1;ATP2B4;TUBE1;ZFPM2;RPAP1;CC2D2A
GTEx_Tissue_Expression_Up,GTEX-QV44-1825-SM-447CF adipose tissue male 50-59 years,0.0031105510593585255,0.04737483262656519,12.584936703126987,18,GSDMB;RAMP2;COL15A1;GSN;ACSS2;TSHZ2;EBF2;COG1;DPT;SLC35G2
GTEx_Tissue_Expression_Up,GTEX-O5YV-0226-SM-48TBY adipose tissue female 60-69 years,0.0031105510593585255,0.04737483262656519,12.584936703126987,18,GSDMB;COL15A1;GSN;TSHZ2;ANXA5;DPT;CCDC107;SLC35G2;ADAMTS12;TRHDE
GTEx_Tissue_Expression_Up,GTEX-WY7C-2826-SM-3NB3Q blood vessel male 50-59 years,0.0031350460975762993,0.04749921405129924,14.10491139403318,14,TCF7L2;SPRYD3;CAB39L;SDC2;MEOX2;KLF15;TBX18;PARD3B;DIAPH2;RRAS
