ensg,symbol,name,pct_loc_M3,pct_loc_M1,pct_loc_M2,pct_Hemato,pct_Bone
ENSG00000057663.16,,,0.6000,0.3244,0.0000,0.0303,0.3325
ENSG00000143624.14,,,0.5998,0.1531,0.0240,0.0232,0.3348
ENSG00000211968.3,,,0.5997,0.6235,0.0000,0.0313,0.3606
ENSG00000117620.15,,,0.5997,0.1572,0.0000,0.0558,0.3019
ENSG00000271447.6,,,0.5995,0.3752,0.0000,0.0099,0.3683
ENSG00000168646.13,,,0.5989,0.4130,0.2000,0.0092,0.3779
ENSG00000185896.11,,,0.5988,0.2313,0.0000,0.1235,0.2672
ENSG00000161714.12,,,0.5985,0.3563,0.1231,0.0000,0.3628
ENSG00000166106.3,,,0.5985,0.4068,0.0863,0.0045,0.3867
ENSG00000182544.8,,,0.5985,0.3956,0.0000,0.0989,0.1092
ENSG00000136111.14,,,0.5981,0.3671,0.0902,0.0073,0.3647
ENSG00000166689.16,,,0.5979,0.2280,0.0000,0.0043,0.3763
ENSG00000100994.12,,,0.5978,0.1687,0.0527,0.0195,0.3586
ENSG00000080845.17,,,0.5978,0.1652,0.0000,0.0164,0.3397
ENSG00000198795.11,,,0.5978,0.4974,0.0077,0.0086,0.3759
ENSG00000103343.13,,,0.5978,0.4223,0.0000,0.0078,0.3371
ENSG00000116117.18,,,0.5972,0.5131,0.2164,0.0042,0.3803
ENSG00000174807.4,,,0.5964,0.5271,0.1004,0.0004,0.3859
ENSG00000133027.18,,,0.5960,0.5930,0.0000,0.0304,0.3387
ENSG00000103227.18,,,0.5960,0.2720,0.0000,0.0773,0.2848
ENSG00000197879.17,,,0.5953,0.2745,0.0000,0.0034,0.3549
ENSG00000024422.12,,,0.5951,0.4989,0.0148,0.0188,0.3369
ENSG00000133943.20,,,0.5951,0.3964,0.0000,0.1184,0.2735
ENSG00000110066.15,,,0.5950,0.1565,0.0000,0.1120,0.2528
ENSG00000100234.11,,,0.5949,0.4384,0.3538,0.0087,0.3431
ENSG00000253846.2,,,0.5948,0.3789,0.0000,0.0000,0.3867
ENSG00000182983.15,,,0.5945,0.4140,0.0000,0.0777,0.3154
ENSG00000102181.21,,,0.5945,0.4450,0.0000,0.0008,0.3825
ENSG00000076555.15,,,0.5943,0.4417,0.2272,0.0362,0.3205
ENSG00000074582.14,,,0.5938,0.2392,0.0000,0.1672,0.2227
ENSG00000142082.15,,,0.5938,0.2890,0.1924,0.0139,0.3800
ENSG00000085741.13,,,0.5938,0.2452,0.2925,0.0050,0.3785
ENSG00000261934.2,,,0.5933,0.3300,0.2834,0.0194,0.3609
ENSG00000106100.11,,,0.5932,0.1444,0.0000,0.0216,0.3609
ENSG00000277152.1,,,0.5931,0.2268,0.0368,0.0075,0.3921
ENSG00000267882.2,,,0.5931,0.4847,0.0000,0.1099,0.0146
ENSG00000188818.12,,,0.5928,0.1543,0.0000,0.0456,0.3387
ENSG00000146243.14,,,0.5925,0.4230,0.0000,0.1030,0.2871
ENSG00000108651.10,,,0.5922,0.2846,0.2046,0.1007,0.2747
ENSG00000257315.2,,,0.5922,0.2696,0.0000,0.0013,0.3722
ENSG00000132600.16,,,0.5921,0.2536,0.0104,0.0032,0.3718
ENSG00000157110.16,,,0.5920,0.3830,0.0196,0.0100,0.3831
ENSG00000188820.13,,,0.5916,0.4724,0.0559,0.0038,0.4007
ENSG00000099290.17,,,0.5916,0.1533,0.0000,0.0225,0.3647
ENSG00000162522.11,,,0.5916,0.3600,0.0000,0.0457,0.3500
ENSG00000099250.18,,,0.5911,0.3059,0.0178,0.0075,0.3731
ENSG00000115282.20,,,0.5907,0.1268,0.0000,0.1409,0.2383
ENSG00000171621.14,,,0.5906,0.0996,0.0000,0.0123,0.3391
ENSG00000186815.12,,,0.5904,0.1693,0.2038,0.1021,0.2877
ENSG00000161929.15,,,0.5903,0.7100,0.0000,0.0942,0.2932
ENSG00000109501.13,,,0.5903,0.3043,0.0896,0.0002,0.3934
ENSG00000272717.1,,,0.5902,0.2168,0.0000,0.0522,0.1820
ENSG00000178814.17,,,0.5899,0.2474,0.0128,0.0093,0.3744
ENSG00000278743.1,,,0.5894,0.4010,0.0000,0.0230,0.1921
ENSG00000231999.7,,,0.5891,0.1056,0.0000,0.0281,0.3444
ENSG00000198482.13,,,0.5888,0.1956,0.0000,0.0253,0.3312
ENSG00000112769.20,,,0.5887,0.4498,0.1135,0.0000,0.3992
ENSG00000153956.16,,,0.5885,0.4129,0.0004,0.0023,0.3887
ENSG00000164330.17,,,0.5885,0.3803,0.0046,0.0115,0.3592
ENSG00000165813.20,,,0.5883,0.1140,0.0000,0.2727,0.0830
ENSG00000077232.18,,,0.5880,0.1419,0.0119,0.2481,0.1456
ENSG00000124942.14,,,0.5878,0.3174,0.0789,0.0050,0.3668
ENSG00000180891.13,,,0.5877,0.1009,0.0789,0.0689,0.2937
ENSG00000187742.15,,,0.5876,0.3906,0.0000,0.1741,0.2090
ENSG00000136859.10,,,0.5876,0.3317,0.0000,0.0023,0.3873
ENSG00000132561.14,,,0.5875,0.3729,0.0634,0.0006,0.3909
ENSG00000130508.11,,,0.5871,0.3700,0.0000,0.0131,0.3593
ENSG00000094914.14,,,0.5870,0.3206,0.0000,0.2813,0.0850
ENSG00000175309.15,,,0.5870,0.2390,0.0000,0.0739,0.3202
ENSG00000287642.1,,,0.5865,0.4579,0.0190,0.0457,0.3565
ENSG00000124067.17,,,0.5865,0.1498,0.0000,0.0042,0.3741
ENSG00000131668.14,,,0.5860,0.9454,0.0000,0.0482,0.3102
ENSG00000103381.12,,,0.5860,0.2729,0.0000,0.0028,0.3090
ENSG00000127990.19,,,0.5859,0.4268,0.0000,0.0004,0.3778
ENSG00000055813.6,,,0.5854,0.3230,0.0000,0.0171,0.3482
ENSG00000026025.16,,,0.5853,0.4546,0.0000,0.0286,0.3524
ENSG00000135473.15,,,0.5852,0.2502,0.0000,0.1164,0.2756
ENSG00000176595.4,,,0.5850,0.6395,0.1490,0.0599,0.3051
ENSG00000212443.1,,,0.5850,0.1401,0.0766,0.0719,0.3118
ENSG00000178761.15,,,0.5849,0.2441,0.1464,0.0035,0.3870
ENSG00000212719.13,,,0.5849,0.3881,0.0184,0.0015,0.3701
ENSG00000168779.19,,,0.5848,0.5944,0.0000,0.0023,0.3570
ENSG00000149115.14,,,0.5848,0.4158,0.0000,0.0014,0.4077
ENSG00000278730.1,,,0.5847,0.2744,0.0000,0.0373,0.3478
ENSG00000126870.16,,,0.5845,0.4813,0.0000,0.0038,0.4036
ENSG00000118094.12,,,0.5841,0.2222,0.0000,0.0003,0.3929
ENSG00000161281.11,,,0.5839,0.4746,0.0000,0.0105,0.3640
ENSG00000211898.7,,,0.5838,0.8247,0.0000,0.1854,0.0846
ENSG00000114999.8,,,0.5837,0.2013,0.0621,0.1221,0.2737
ENSG00000141905.19,,,0.5836,0.4332,0.0000,0.0167,0.3762
ENSG00000099864.18,,,0.5835,0.5005,0.1299,0.0068,0.3878
ENSG00000103512.15,,,0.5835,0.1246,0.0000,0.0269,0.3713
ENSG00000166025.18,,,0.5833,0.4133,0.0609,0.0006,0.3683
ENSG00000123096.11,,,0.5832,0.4408,0.0000,0.0001,0.3835
ENSG00000158321.18,,,0.5829,0.1235,0.0000,0.0765,0.3252
ENSG00000102287.19,,,0.5827,0.3551,0.0000,0.0044,0.3900
ENSG00000197928.10,,,0.5827,0.4383,0.0000,0.0335,0.3670
ENSG00000240970.1,,,0.5825,0.1625,0.0000,0.1787,0.1938
ENSG00000085276.19,,,0.5824,0.2578,0.0400,0.0251,0.3633
ENSG00000175756.13,,,0.5823,0.2899,0.0000,0.1407,0.2414
ENSG00000145730.20,,,0.5823,0.3995,0.0000,0.0016,0.3979
ENSG00000168386.18,,,0.5822,0.3394,0.0000,0.0026,0.3688
ENSG00000125733.18,,,0.5821,0.2359,0.0000,0.0007,0.4006
ENSG00000046889.19,,,0.5818,0.2934,0.0000,0.0009,0.3738
ENSG00000231292.6,,,0.5814,0.4621,0.0000,0.0021,0.3491
ENSG00000008710.19,,,0.5813,0.0530,0.0000,0.0019,0.3656
ENSG00000206228.4,,,0.5812,0.1774,0.0000,0.0066,0.3555
ENSG00000151276.23,,,0.5809,0.4012,0.0000,0.0009,0.4009
ENSG00000169439.12,,,0.5808,0.5082,0.0000,0.0018,0.4041
ENSG00000108773.11,,,0.5806,0.0707,0.0623,0.0230,0.3677
ENSG00000170525.21,,,0.5806,0.0782,0.0000,0.0002,0.3738
ENSG00000179241.13,,,0.5804,0.3964,0.0000,0.0000,0.4031
ENSG00000151176.8,,,0.5804,0.1802,0.1102,0.0191,0.3819
ENSG00000151914.20,,,0.5800,0.3601,0.0000,0.0102,0.3989
ENSG00000124224.17,,,0.5800,0.1264,0.0000,0.1366,0.2637
ENSG00000173546.7,,,0.5799,0.3858,0.0000,0.0007,0.4097
ENSG00000277224.2,,,0.5796,0.5154,0.0000,0.1202,0.2546
ENSG00000213699.9,,,0.5794,0.1925,0.0000,0.0370,0.3721
ENSG00000143631.10,,,0.5793,0.3442,0.0000,0.0268,0.3845
ENSG00000197694.16,,,0.5791,0.2571,0.0000,0.0753,0.3414
ENSG00000119771.15,,,0.5789,0.2511,0.0508,0.0134,0.3800
ENSG00000185800.12,,,0.5787,0.0877,0.0000,0.0309,0.3737
ENSG00000176153.12,,,0.5786,0.0817,0.1429,0.2580,0.1435
ENSG00000115526.11,,,0.5786,0.1418,0.0000,0.0507,0.3567
ENSG00000176225.14,,,0.5786,0.1601,0.0000,0.2046,0.2031
ENSG00000133398.4,,,0.5785,0.0407,0.0000,0.1895,0.1807
ENSG00000092607.15,,,0.5784,0.5058,0.0000,0.0042,0.4021
ENSG00000251022.6,,,0.5783,0.1459,0.0000,0.2713,0.1198
ENSG00000224660.2,,,0.5783,0.1031,0.0016,0.1188,0.2645
ENSG00000057019.16,,,0.5777,0.2129,0.0000,0.0005,0.3739
ENSG00000163291.14,,,0.5777,0.2892,0.0000,0.3124,0.0910
ENSG00000102189.17,,,0.5775,0.3565,0.0000,0.0025,0.4057
ENSG00000257279.1,,,0.5775,0.0738,0.1348,0.0556,0.2706
ENSG00000088448.14,,,0.5769,0.1394,0.0000,0.1021,0.3034
ENSG00000034693.15,,,0.5769,0.3761,0.0000,0.0003,0.3798
ENSG00000054523.17,,,0.5768,0.0487,0.0000,0.0286,0.3583
ENSG00000275131.3,,,0.5767,0.1184,0.0000,0.0000,0.3986
ENSG00000117859.19,,,0.5766,0.0771,0.0000,0.0773,0.3258
ENSG00000139651.11,,,0.5766,0.0840,0.0000,0.1275,0.2774
ENSG00000047849.21,,,0.5763,0.4478,0.0000,0.0139,0.3688
ENSG00000163933.10,,,0.5760,0.1455,0.0000,0.0833,0.3183
ENSG00000139631.18,,,0.5759,0.0880,0.0000,0.0000,0.3980
ENSG00000003137.8,,,0.5758,0.5804,0.0000,0.0760,0.3157
ENSG00000267322.2,,,0.5757,0.1065,0.0000,0.0485,0.3601
ENSG00000238005.4,,,0.5755,0.6930,0.0366,0.0039,0.2204
ENSG00000143771.12,,,0.5753,0.2718,0.0134,0.0914,0.2618
ENSG00000258441.1,,,0.5747,0.0335,0.0000,0.0262,0.3502
ENSG00000118762.8,,,0.5747,0.1405,0.0000,0.0001,0.3759
ENSG00000154258.17,,,0.5746,0.2912,0.0323,0.0139,0.3951
ENSG00000166548.16,,,0.5744,0.3017,0.0024,0.0012,0.3818
ENSG00000187098.15,,,0.5743,0.2269,0.2075,0.0215,0.3955
ENSG00000166326.7,,,0.5742,0.1352,0.0000,0.0535,0.3521
ENSG00000111266.9,,,0.5739,0.0774,0.0000,0.0154,0.3959
ENSG00000245105.4,,,0.5735,0.4021,0.0482,0.0029,0.3792
ENSG00000168487.19,,,0.5735,0.3606,0.0000,0.0008,0.4115
ENSG00000278677.1,,,0.5733,0.2615,0.0000,0.0201,0.3638
ENSG00000238961.1,,,0.5732,0.0170,0.2473,0.0035,0.3755
ENSG00000139645.10,,,0.5730,0.2682,0.0000,0.1790,0.2308
ENSG00000286522.1,,,0.5729,0.5764,0.0000,0.1396,0.2449
ENSG00000182606.16,,,0.5728,0.2358,0.1453,0.1312,0.2886
ENSG00000178467.18,,,0.5727,0.0271,0.0000,0.0378,0.3531
ENSG00000187554.14,,,0.5727,0.0961,0.0000,0.2338,0.1768
ENSG00000182636.8,,,0.5725,0.4488,0.0000,0.0146,0.3860
ENSG00000100324.14,,,0.5723,0.1129,0.0000,0.2278,0.1564
ENSG00000237973.1,,,0.5723,0.3929,0.0000,0.2789,0.0398
ENSG00000115318.12,,,0.5722,0.3346,0.0000,0.1439,0.2470
ENSG00000141404.16,,,0.5719,0.4087,0.1807,0.0017,0.4134
ENSG00000166135.14,,,0.5718,0.5290,0.0000,0.3827,0.0060
ENSG00000102401.20,,,0.5717,0.1164,0.0000,0.0560,0.3579
ENSG00000132694.18,,,0.5711,0.0979,0.0000,0.0090,0.3991
ENSG00000185236.12,,,0.5708,0.2323,0.0176,0.0064,0.3742
ENSG00000015479.19,,,0.5707,0.0294,0.0000,0.0657,0.3337
ENSG00000244045.13,,,0.5707,0.1098,0.0565,0.1464,0.2565
ENSG00000019144.19,,,0.5706,0.4439,0.0000,0.0250,0.3695
ENSG00000211899.10,,,0.5703,0.8309,0.0000,0.3105,0.0998
ENSG00000133030.21,,,0.5699,0.0714,0.3112,0.0315,0.3544
ENSG00000087995.15,,,0.5697,0.2618,0.0000,0.1858,0.2239
ENSG00000269837.1,,,0.5695,0.3346,0.0000,0.0084,0.3027
ENSG00000133812.15,,,0.5692,0.2870,0.0196,0.0004,0.3995
ENSG00000165633.13,,,0.5691,0.2818,0.0000,0.0005,0.4205
ENSG00000100075.10,,,0.5690,0.3172,0.0959,0.0074,0.3857
ENSG00000241769.7,,,0.5690,0.0674,0.1544,0.0467,0.3669
ENSG00000049540.17,,,0.5690,0.4014,0.1619,0.0060,0.3842
ENSG00000159433.12,,,0.5689,0.0100,0.0000,0.0975,0.3021
ENSG00000052841.15,,,0.5688,0.2201,0.0000,0.1582,0.2509
ENSG00000198689.11,,,0.5687,0.1731,0.0000,0.1181,0.2875
ENSG00000172663.9,,,0.5684,0.2640,0.0000,0.2106,0.2073
ENSG00000215712.10,,,0.5677,0.1141,0.1346,0.0317,0.3251
ENSG00000111676.15,,,0.5676,0.3248,0.0000,0.0029,0.4229
ENSG00000126768.12,,,0.5671,0.0561,0.0000,0.1619,0.2612
ENSG00000157510.14,,,0.5670,0.1328,0.0000,0.0067,0.3842
ENSG00000204217.15,,,0.5668,0.2162,0.0000,0.0001,0.4169
ENSG00000121361.5,,,0.5668,0.3848,0.0000,0.0003,0.4244
ENSG00000235859.5,,,0.5667,0.3177,0.0000,0.0388,0.3824
ENSG00000109339.23,,,0.5666,0.3585,0.0000,0.0000,0.3982
ENSG00000247774.7,,,0.5666,0.2397,0.0000,0.2120,0.1759
ENSG00000181523.13,,,0.5665,0.1955,0.0000,0.1275,0.2816
ENSG00000173821.19,,,0.5664,0.1996,0.0000,0.0912,0.2886
ENSG00000131849.12,,,0.5662,0.2058,0.0000,0.0825,0.3330
ENSG00000137070.17,,,0.5662,0.2484,0.0000,0.0167,0.4044
ENSG00000173548.8,,,0.5659,0.3109,0.0000,0.0105,0.4095
ENSG00000126016.15,,,0.5655,0.6121,0.0000,0.0013,0.3920
ENSG00000129933.21,,,0.5655,0.4587,0.0000,0.1913,0.2264
ENSG00000145022.4,,,0.5654,0.1920,0.0000,0.0470,0.3700
ENSG00000157654.18,,,0.5654,0.2898,0.0000,0.0127,0.3868
ENSG00000234290.2,,,0.5651,0.0543,0.0183,0.0199,0.3814
ENSG00000100299.18,,,0.5649,0.0000,0.0345,0.0099,0.3760
ENSG00000015532.10,,,0.5646,0.0528,0.0000,0.0428,0.3757
ENSG00000146072.6,,,0.5645,0.0940,0.0000,0.1148,0.3085
ENSG00000109906.14,,,0.5641,0.1299,0.0000,0.0123,0.3711
ENSG00000073417.15,,,0.5640,0.3348,0.0000,0.0028,0.4138
ENSG00000235106.10,,,0.5640,0.4310,0.0000,0.0164,0.3793
ENSG00000130723.20,,,0.5640,0.0000,0.0000,0.0137,0.3775
ENSG00000164168.8,,,0.5638,0.2214,0.0000,0.0377,0.3552
ENSG00000188636.4,,,0.5636,0.2504,0.0000,0.0206,0.3841
ENSG00000163531.15,,,0.5635,0.1930,0.0000,0.0000,0.4119
ENSG00000163513.18,,,0.5634,0.0583,0.0901,0.1068,0.3121
ENSG00000179151.13,,,0.5634,0.1546,0.0000,0.2873,0.1390
ENSG00000121753.12,,,0.5633,0.4529,0.0000,0.0150,0.3870
ENSG00000256139.2,,,0.5632,0.0000,0.0738,0.0491,0.3660
ENSG00000198792.13,,,0.5631,0.0222,0.0000,0.0029,0.4164
ENSG00000142798.20,,,0.5630,0.2758,0.0799,0.0047,0.4295
ENSG00000144724.20,,,0.5629,0.3743,0.0000,0.0013,0.4290
ENSG00000113621.14,,,0.5629,0.0342,0.0000,0.0751,0.3490
ENSG00000131477.11,,,0.5628,0.5662,0.0266,0.0274,0.3241
ENSG00000163138.19,,,0.5627,0.2078,0.0000,0.0246,0.3933
ENSG00000183742.13,,,0.5623,0.0913,0.1479,0.0040,0.3531
ENSG00000279759.1,,,0.5621,0.2109,0.0000,0.0627,0.3622
ENSG00000253305.2,,,0.5619,0.3172,0.0017,0.0118,0.4152
ENSG00000198399.14,,,0.5619,0.3597,0.0000,0.3079,0.1125
ENSG00000066382.16,,,0.5619,0.1273,0.1764,0.1385,0.2844
ENSG00000163328.13,,,0.5618,0.0000,0.0000,0.0108,0.3966
ENSG00000175857.8,,,0.5618,0.5975,0.0000,0.0960,0.3240
ENSG00000196440.11,,,0.5618,0.2527,0.0000,0.0197,0.4130
ENSG00000177045.10,,,0.5615,0.3848,0.0000,0.0034,0.4093
ENSG00000184381.20,,,0.5613,0.0000,0.0953,0.0072,0.3535
ENSG00000269867.1,,,0.5612,0.6844,0.0054,0.1812,0.0491
ENSG00000159899.14,,,0.5611,0.1973,0.1092,0.0035,0.4257
ENSG00000204070.10,,,0.5610,0.3606,0.0000,0.2852,0.1125
ENSG00000082805.20,,,0.5609,0.0000,0.0000,0.0034,0.4076
ENSG00000179921.15,,,0.5607,0.0079,0.0000,0.0482,0.3769
ENSG00000000003.15,,,0.5601,0.3089,0.0000,0.0019,0.3972
ENSG00000164916.11,,,0.5599,0.0293,0.0000,0.0666,0.3486
ENSG00000233237.8,,,0.5598,0.0222,0.1808,0.0317,0.3921
ENSG00000101901.12,,,0.5598,0.0000,0.0000,0.2756,0.1431
ENSG00000165801.10,,,0.5596,0.2461,0.0000,0.0076,0.4035
ENSG00000187498.16,,,0.5595,0.4094,0.0000,0.0057,0.4248
ENSG00000174804.4,,,0.5594,0.2935,0.3922,0.0077,0.3963
ENSG00000089335.21,,,0.5590,0.1661,0.0000,0.0213,0.3966
ENSG00000166479.10,,,0.5587,0.2786,0.0000,0.0020,0.3917
ENSG00000128272.14,,,0.5585,0.2738,0.0000,0.0036,0.3188
ENSG00000134897.14,,,0.5585,0.3532,0.0000,0.2865,0.1129
ENSG00000165795.23,,,0.5584,0.2996,0.0000,0.0051,0.3752
ENSG00000184304.15,,,0.5583,0.3100,0.0000,0.1863,0.2065
ENSG00000108239.9,,,0.5582,0.0010,0.0000,0.0385,0.3819
ENSG00000269821.1,,,0.5581,0.0057,0.0000,0.0351,0.3756
ENSG00000078814.15,,,0.5578,0.0000,0.0000,0.0624,0.3478
ENSG00000226808.3,,,0.5576,0.1335,0.3112,0.0932,0.3057
ENSG00000107863.18,,,0.5573,0.2215,0.0000,0.0000,0.4121
ENSG00000141446.11,,,0.5567,0.0950,0.0000,0.1209,0.2797
ENSG00000211650.2,,,0.5565,0.4766,0.0000,0.0347,0.3467
ENSG00000258056.2,,,0.5564,0.0932,0.0000,0.0019,0.4318
ENSG00000173401.10,,,0.5562,0.3239,0.2362,0.3151,0.0219
ENSG00000147124.12,,,0.5560,0.0900,0.0000,0.1073,0.3199
ENSG00000090776.6,,,0.5559,0.0636,0.0000,0.0000,0.4190
ENSG00000186501.14,,,0.5559,0.0133,0.0000,0.0866,0.3248
ENSG00000130304.17,,,0.5558,0.0778,0.0000,0.0244,0.4064
ENSG00000235016.1,,,0.5558,0.0000,0.0000,0.1309,0.2812
ENSG00000250067.12,,,0.5556,0.0000,0.0000,0.0419,0.3742
ENSG00000146648.18,,,0.5556,0.3505,0.0000,0.0130,0.4027
ENSG00000188916.9,,,0.5555,0.0000,0.1292,0.1040,0.3122
ENSG00000166439.6,,,0.5555,0.0000,0.0000,0.1081,0.3143
ENSG00000087053.18,,,0.5554,0.4218,0.0000,0.0208,0.3924
ENSG00000127948.16,,,0.5554,0.0000,0.0000,0.0011,0.4274
ENSG00000203993.6,,,0.5553,0.3431,0.0000,0.2556,0.1685
ENSG00000135862.6,,,0.5548,0.2883,0.1444,0.0000,0.4376
ENSG00000134871.19,,,0.5548,0.3287,0.0000,0.0002,0.4394
ENSG00000115486.12,,,0.5547,0.0141,0.0000,0.0404,0.3952
ENSG00000120910.14,,,0.5547,0.0699,0.0000,0.0497,0.3540
ENSG00000188419.14,,,0.5546,0.2598,0.0000,0.0536,0.3737
ENSG00000264247.2,,,0.5545,0.0552,0.1719,0.0217,0.3753
ENSG00000166527.8,,,0.5545,0.3832,0.0000,0.0019,0.4247
ENSG00000183291.17,,,0.5544,0.0000,0.0000,0.0645,0.3686
ENSG00000235954.7,,,0.5537,0.0804,0.0000,0.0307,0.4110
ENSG00000271646.1,,,0.5535,0.0000,0.0000,0.0151,0.4054
ENSG00000109819.9,,,0.5533,0.3278,0.0400,0.0885,0.2486
ENSG00000054690.14,,,0.5531,0.2188,0.0000,0.0249,0.3732
ENSG00000130827.6,,,0.5530,0.1398,0.0000,0.1144,0.2897
ENSG00000170412.18,,,0.5529,0.3586,0.0000,0.0018,0.4264
ENSG00000091592.16,,,0.5527,0.0003,0.0000,0.1596,0.2727
ENSG00000249035.7,,,0.5526,0.4751,0.0000,0.0003,0.4389
ENSG00000168994.13,,,0.5525,0.2732,0.0000,0.0001,0.4267
ENSG00000154263.17,,,0.5525,0.4139,0.2607,0.0016,0.4119
ENSG00000196998.19,,,0.5520,0.1068,0.0000,0.1445,0.2644
ENSG00000231845.3,,,0.5519,0.2514,0.0000,0.3110,0.0586
ENSG00000287126.1,,,0.5516,0.0704,0.0000,0.0042,0.3789
ENSG00000130707.18,,,0.5513,0.4168,0.0000,0.0211,0.3857
ENSG00000161298.18,,,0.5512,0.2025,0.0000,0.0011,0.3962
ENSG00000140943.17,,,0.5511,0.0506,0.0000,0.0116,0.4118
ENSG00000117877.10,,,0.5509,0.5725,0.0000,0.0025,0.0497
ENSG00000135040.16,,,0.5507,0.0892,0.0000,0.1409,0.2800
ENSG00000115170.14,,,0.5506,0.1620,0.0000,0.0625,0.3555
ENSG00000117122.14,,,0.5505,0.5683,0.0000,0.0786,0.3345
ENSG00000010319.7,,,0.5504,0.1697,0.0939,0.0010,0.4220
ENSG00000161011.20,,,0.5503,0.0000,0.0000,0.0154,0.4052
ENSG00000100478.15,,,0.5503,0.0000,0.0000,0.1860,0.2163
ENSG00000152217.19,,,0.5501,0.2308,0.0000,0.0240,0.4160
ENSG00000253485.2,,,0.5496,0.1202,0.1557,0.0914,0.3341
ENSG00000105700.11,,,0.5494,0.1523,0.0000,0.1630,0.2075
ENSG00000162909.18,,,0.5494,0.0600,0.0000,0.0054,0.4282
ENSG00000198952.8,,,0.5492,0.3399,0.0000,0.0934,0.3150
ENSG00000184990.13,,,0.5489,0.0000,0.0196,0.2517,0.1644
ENSG00000110171.20,,,0.5488,0.0000,0.0000,0.0008,0.4285
ENSG00000170390.16,,,0.5485,0.0000,0.0524,0.0585,0.3887
ENSG00000140575.13,,,0.5485,0.0000,0.0000,0.0665,0.3445
ENSG00000204256.13,,,0.5482,0.1768,0.0000,0.0396,0.3673
ENSG00000127603.27,,,0.5478,0.0000,0.0000,0.0281,0.4063
ENSG00000154889.17,,,0.5477,0.0000,0.0000,0.1250,0.3190
ENSG00000088256.9,,,0.5477,0.1202,0.0000,0.0073,0.4129
ENSG00000251364.7,,,0.5477,0.0022,0.0000,0.1457,0.2764
ENSG00000161911.11,,,0.5477,0.3730,0.0000,0.0298,0.4064
ENSG00000149577.16,,,0.5476,0.0000,0.0000,0.0122,0.3883
ENSG00000254122.2,,,0.5476,0.0818,0.0289,0.0129,0.4286
ENSG00000148606.13,,,0.5475,0.0578,0.0000,0.1603,0.2669
ENSG00000163686.15,,,0.5474,0.0194,0.0000,0.0004,0.4219
ENSG00000148358.19,,,0.5474,0.0000,0.0000,0.0285,0.4106
ENSG00000269190.6,,,0.5470,0.4846,0.0396,0.0372,0.3731
ENSG00000130340.16,,,0.5468,0.0000,0.1856,0.0697,0.3711
ENSG00000090539.15,,,0.5467,0.1316,0.0000,0.0018,0.4271
ENSG00000136925.15,,,0.5466,0.0641,0.0000,0.1619,0.2738
ENSG00000103429.11,,,0.5466,0.0619,0.0000,0.1313,0.2959
ENSG00000234500.1,,,0.5463,0.0965,0.0000,0.0012,0.4315
ENSG00000020181.18,,,0.5462,0.1603,0.0000,0.0210,0.4242
ENSG00000157450.15,,,0.5461,0.0193,0.0000,0.1731,0.2604
ENSG00000243335.9,,,0.5458,0.0625,0.1320,0.1178,0.3193
ENSG00000211632.4,,,0.5455,0.1767,0.0000,0.0933,0.3335
ENSG00000188517.16,,,0.5454,0.0235,0.0000,0.0047,0.4082
ENSG00000106617.14,,,0.5453,0.0274,0.0000,0.1692,0.2453
ENSG00000134755.17,,,0.5453,0.0933,0.0000,0.0801,0.3422
ENSG00000140545.15,,,0.5450,0.0143,0.0000,0.0030,0.4318
ENSG00000283674.3,,,0.5450,0.0795,0.0000,0.1770,0.2179
ENSG00000234982.1,,,0.5448,0.0000,0.0000,0.0399,0.3562
ENSG00000005243.10,,,0.5444,0.5210,0.0000,0.0050,0.4234
ENSG00000208772.1,,,0.5440,0.0000,0.0692,0.0111,0.4056
ENSG00000226015.2,,,0.5440,0.0000,0.0000,0.0241,0.3904
ENSG00000205730.6,,,0.5436,0.2450,0.0000,0.0080,0.4302
ENSG00000109674.4,,,0.5434,0.4439,0.0000,0.1018,0.3235
ENSG00000021645.18,,,0.5431,0.8734,0.0000,0.0083,0.3636
ENSG00000133256.12,,,0.5427,0.5712,0.0000,0.0364,0.3823
ENSG00000144369.13,,,0.5425,0.3282,0.0000,0.0423,0.3910
ENSG00000129103.18,,,0.5425,0.0000,0.0000,0.0200,0.4232
ENSG00000104067.16,,,0.5424,0.4308,0.0000,0.0108,0.4072
ENSG00000180155.20,,,0.5424,0.3016,0.0090,0.0015,0.4270
ENSG00000026751.17,,,0.5420,0.9251,0.2050,0.2796,0.0959
ENSG00000165689.17,,,0.5418,0.0000,0.0000,0.1192,0.3194
ENSG00000121775.18,,,0.5416,0.0000,0.0000,0.1306,0.3024
ENSG00000159915.12,,,0.5409,0.2831,0.0000,0.0113,0.3655
ENSG00000187164.20,,,0.5409,0.0000,0.0000,0.1779,0.2614
ENSG00000169047.5,,,0.5408,0.1734,0.0000,0.0193,0.4031
ENSG00000166526.17,,,0.5406,0.1258,0.0000,0.3648,0.0871
ENSG00000067113.17,,,0.5403,0.1865,0.0000,0.0011,0.4368
ENSG00000121440.15,,,0.5402,0.3049,0.0000,0.0120,0.4216
ENSG00000241990.5,,,0.5401,0.3305,0.0000,0.0037,0.2748
ENSG00000188707.6,,,0.5400,0.0000,0.0000,0.1403,0.2395
ENSG00000273599.1,,,0.5399,0.1929,0.0000,0.0030,0.3848
ENSG00000253731.2,,,0.5396,0.0000,0.0011,0.1063,0.3497
ENSG00000130396.20,,,0.5395,0.2796,0.0000,0.0101,0.4311
